city,lat,lng
Nouadhibou,20.9,-17.056
Rosso,16.524,-15.8127
Tidjikdja,18.55,-11.4166
Atar,20.5166,-13.05
Kaedi,16.1503,-13.5037
Zouirat,22.7304,-12.4833
Arafat,18.0583,-15.9621
Dar Naim,18.0973,-15.9327
Tevragh Zeina,18.0989,-15.9885
Nouakchott,18.0864,-15.9753
Ayoun el Atrous,16.6666,-9.6167
Plymouth,16.7,-62.2167
Birzebbuga,35.8258,14.5269
Marsaskala,35.8669,14.5619
Marsaxlokk,35.8419,14.5431
Kirkop,35.8422,14.4853
Pieta,35.8947,14.495
Zejtun,35.8558,14.5331
Attard,35.8897,14.4425
Pembroke,35.9306,14.4764
Zebbug,35.8719,14.4411
Ta Xbiex,35.8992,14.4944
Sliema,35.9125,14.5019
San Lawrenz,36.0556,14.2036
Imqabba,35.8461,14.4672
Imdina,35.8869,14.4025
Qala,36.0361,14.3094
Imtarfa,35.8933,14.3989
Zurrieq,35.8311,14.4742
Gudja,35.8492,14.5031
Sannat,36.0244,14.2428
Valletta,35.8997,14.5147
Zabbar,35.8761,14.535
Luqa,35.8589,14.4886
Qormi,35.8783,14.4719
Imgarr,35.9206,14.3664
Saint Pauls Bay,35.9483,14.4006
Qrendi,35.8347,14.4583
Munxar,36.03,14.2333
Hamrun,35.8847,14.4844
Naxxar,35.9136,14.4436
Ghaxaq,35.8489,14.5167
Ghasri,36.0578,14.2264
Victoria,36.0444,14.2397
Iklin,35.9092,14.4522
Gharghur,35.9242,14.4519
Dingli,35.8614,14.3822
Siggiewi,35.8556,14.4364
Xewkija,36.0328,14.2581
Lija,35.9006,14.4464
Safi,35.8331,14.4847
Senglea,35.8875,14.5169
Xaghra,36.05,14.2644
Xghajra,35.8856,14.5475
Zebbug,36.0722,14.2358
Gzira,35.9058,14.4881
Imsida,35.8925,14.4828
Kalkara,35.8892,14.5328
Kercem,36.0419,14.2267
Mellieha,35.9564,14.3622
Mosta,35.9092,14.4256
Nadur,36.0378,14.2942
Paola,35.8731,14.4989
Rabat,35.8822,14.3981
Marsa,35.8792,14.4953
San Giljan,35.9197,14.4844
San Gwann,35.9056,14.4761
Santa Lucija,36.0431,14.2172
Santa Venera,35.8908,14.4742
Swieqi,35.9225,14.48
Tarxien,35.8658,14.515
Balzan,35.9003,14.455
Vittoriosa,35.8922,14.5183
Birkirkara,35.8972,14.4611
Cospicua,35.8856,14.5275
Fgura,35.8703,14.5133
Floriana,35.8958,14.5083
Fontana,36.0375,14.2361
Ghajnsielem,36.0264,14.285
Gharb,36.06,14.2089
Port Louis,-20.1666,57.5
Curepipe,-20.3162,57.5166
Male,4.1667,73.4999
Eydhafushi,5.1038,73.0699
Felidhoo,3.4718,73.547
Funadhoo,6.1509,73.2901
Hithadhoo,-0.6,73.0833
Kudahuvadhoo,2.6717,72.8936
Kulhudhuffushi,6.6223,73.0702
Mahibadhoo,3.7571,72.9689
Manadhoo,5.7669,73.4136
Muli,2.9217,73.5811
Naifaru,5.4442,73.3662
Thinadhoo,0.5303,72.9967
Ungoofaaru,5.6681,73.0302
Veymandoo,2.1878,73.095
Fonadhoo,1.8342,73.5031
Rasdhoo,4.2631,72.9919
Thulusdhoo,4.3742,73.6517
Dhihdhoo,6.8874,73.114
Foammulah,-0.3,73.4256
Viligili,0.7539,73.4353
Nilandhoo,3.0567,72.89
Thyolo,-16.0703,35.1471
Mwanza,-15.6167,34.5167
Chiradzulu,-15.7,35.1833
Karonga,-9.9329,33.9333
Neno,-15.3981,34.6534
Zomba,-15.39,35.31
Chikwawa,-16.042,34.8019
Mulanje,-16.0333,35.5
Blantyre,-15.79,34.9899
Chiromo,-16.55,35.1332
Phalombe,-15.8064,35.6507
Nsanje,-16.9167,35.2667
Nkhata Bay,-11.5996,34.3
Rumphi,-11.0195,33.8546
Chitipa,-9.7162,33.2666
Mzuzu,-11.46,34.02
Mzimba,-11.9,33.6
Ntchisi,-13.3753,34.0036
Dowa,-13.6532,33.9385
Mchinji,-13.8,32.9
Nkhotakota,-12.9163,34.3
Kasungu,-13.0364,33.4822
Ntcheu,-14.8167,34.6333
Dedza,-14.3667,34.3333
Salima,-13.7829,34.4333
Lilongwe,-13.9833,33.7833
Mangochi,-14.4596,35.27
Balaka,-14.9889,34.9591
Machinga,-14.9667,35.5167
Nacozari de Garcia,30.42,-109.65
Nueva Rosita,27.95,-101.22
San Felipe,31.0241,-114.8496
Zacatecas,22.7704,-102.58
Irapuato,20.67,-101.5
Vicente Guerrero,30.7641,-116.0093
San Quintin,30.4837,-115.95
Chetumal,18.5,-88.3
Esperanza,27.58,-109.93
Izamal,20.9304,-89.0201
Ticul,20.4004,-89.53
Villahermosa,18,-92.9
Mazatlan,23.2211,-106.42
Ciudad Victoria,23.72,-99.13
Mexicali,32.65,-115.48
Aguascalientes,21.8795,-102.2904
Chihuahua,28.645,-106.085
Guanajuato,21.0204,-101.28
Chilpancingo,17.55,-99.5
Pachuca,20.1704,-98.73
Guadalajara,20.67,-103.33
Cuernavaca,18.9211,-99.24
Monterrey,25.67,-100.33
Lazaro Cardenas,17.9587,-102.2
Miahuatlan,16.33,-96.6
Mitla,16.917,-96.4
Valladolid,20.6704,-88.2
Ciudad Constitucion,25.04,-111.66
Villa Union,23.2,-106.23
Eldorado,24.3305,-107.37
Tekax,20.2,-89.28
Montemorelos,25.19,-99.84
Xalapa,19.53,-96.92
Teziutlan,19.8204,-97.36
Motul,21.1,-89.28
Merida,20.9666,-89.6166
Guerrero Negro,27.9904,-114.17
Saltillo,25.42,-101.005
Punta Prieta,28.9337,-114.1666
Salina Cruz,16.1671,-95.2
Durango,24.0311,-104.67
Acatlan,18.2,-98.05
Tepic,21.5054,-104.88
Tecuala,22.4004,-105.46
Ayutla,16.9004,-99.22
Huajuapan de Leon,17.8104,-97.79
Pochutla,15.7304,-96.47
Colima,19.23,-103.72
Autlan,19.77,-104.37
Coalcoman,18.7804,-103.15
Apatzingan,19.08,-102.35
Halacho,20.48,-90.08
Peto,20.13,-88.92
Papasquiaro,24.8304,-105.34
Puerto Escondido,15.8592,-97.0659
Hermosillo,29.0989,-110.9541
Juchitan,16.43,-95.02
San Luis Potosi,22.17,-101
Culiacan,24.83,-107.38
Uruapan,19.4204,-102.07
Tehuantepec,16.33,-95.23
Salamanca,20.5704,-101.2
Mexico City,19.4424,-99.131
Zamora,19.9804,-102.28
Tlaxiaco,17.2704,-97.68
Petatlan,17.5204,-101.27
La Cruz,23.9204,-106.9
Allende,28.33,-100.85
Agua Prieta,31.3223,-109.563
Piedras Negras,28.7076,-100.5317
Reynosa,26.08,-98.3
Ojinaga,29.5404,-104.41
La Paz,24.14,-110.32
Tapachula,14.9,-92.27
Escuintla,15.33,-92.63
Atlixco,18.9,-98.45
Orizaba,18.85,-97.13
Taxco,18.5704,-99.62
Iguala,18.37,-99.54
Cabo San Lucas,22.8928,-109.9045
Villanueva,22.35,-102.88
Tecpan,17.25,-100.68
Atoyac,17.2,-100.43
Jaltipan,17.94,-94.74
La Barca,20.2804,-102.56
Queretaro,20.63,-100.38
Leon,21.15,-101.7
Pijijiapan,15.6904,-93.22
Campeche,19.83,-90.5
Toluca,19.3304,-99.67
Tlaxcala,19.32,-98.23
Oaxaca,17.0827,-96.6699
Puebla,19.05,-98.2
Tuxtla Gutierrez,16.75,-93.15
Lagos de Moreno,21.3704,-101.93
Progreso,21.2833,-89.6666
Tuxpam,20.9604,-97.41
Balancan,17.8,-91.53
Tizimin,21.1304,-88.15
Los Mochis,25.79,-109
Altata,24.636,-107.9162
Navajoa,27.0819,-109.4546
Santa Barbara,26.8004,-105.82
Ciudad Hidalgo,19.68,-100.57
Parras,25.4204,-102.1799
Hidalgo del Parral,26.9334,-105.6666
Delicias,28.2,-105.5
Ensenada,31.87,-116.62
Linares,24.8604,-99.57
San Juan del Rio,20.38,-100
Minatitlan,17.9805,-94.53
Villa Ahumada,30.6104,-106.51
Tehuacan,18.4504,-97.38
Ciudad del Carmen,18.6537,-91.8245
Morelia,19.7334,-101.1895
Escuinapa,22.8504,-105.8
Nezahualcoyotl,19.41,-99.03
Gomez Palacio,25.5701,-103.5
Paraiso,18.4,-93.23
Frontera,18.5804,-92.65
Tenosique,17.4804,-91.43
Tecoman,18.9204,-103.88
Aldama,22.9204,-98.07
Loreto,26.0133,-111.3517
Santa Rosalia,27.3171,-112.2834
El Fuerte,26.4204,-108.62
Guasave,25.5705,-108.47
Manzanillo,19.0496,-104.3231
Celaya,20.53,-100.8
San Pedro de las Colonias,25.7592,-102.9827
Monclova,26.9,-101.42
Torreon,25.5701,-103.42
Nogales,31.305,-110.945
Rio Verde,21.93,-99.98
Tamuin,21.9804,-98.75
Tamazunchale,21.2704,-98.78
Ciudad Valles,21.98,-99.02
Cardenas,22,-99.67
Guamuchil,25.4704,-108.09
Tijuana,32.5,-117.08
Cozumel,20.51,-86.95
Isla Mujeres,21.2084,-86.7115
Cancun,21.17,-86.83
Felipe Carrillo Puerto,19.5804,-88.05
Champoton,19.3504,-90.72
Cuencame,24.8704,-103.7
Canatlan,24.52,-104.78
Compostela,21.2304,-104.9
Santiago Ixcuintla,21.82,-105.22
Tuxpan,21.9304,-105.27
Matehuala,23.6604,-100.65
Fresnillo,23.1704,-102.86
Valparaiso,22.7704,-103.57
Sabinas Hidalgo,26.51,-100.18
Ascension,31.1,-107.98
Ciudad Juarez,31.6904,-106.49
Juan Aldama,24.2904,-103.39
Caborca,30.7161,-112.1642
Magdalena,30.6166,-111.05
Mazatlan,29.0171,-110.1333
Puerto Vallarta,20.6771,-105.245
Zumpango,19.8104,-99.11
Nuevo Laredo,27.5,-99.55
Matamoros,25.88,-97.5
San Fernando,24.8504,-98.16
Ciudad Madero,22.3189,-97.8361
Tampico,22.3,-97.87
Ciudad Mante,22.7334,-98.95
Tula,23.0004,-99.72
Ciudad Guzman,19.7104,-103.46
Ciudad Camargo,27.6904,-105.1701
Cuauhtemoc,28.4257,-106.8696
Nuevo Casas Grandes,30.4185,-107.9119
Poza Rica de Hidalgo,20.5504,-97.47
Ometepec,16.6801,-98.42
Ciudad Altamirano,18.3204,-100.65
Huatabampo,26.8304,-109.63
Ciudad Obregon,27.4666,-109.925
Guaymas,27.93,-110.89
Panuco,22.0604,-98.19
Cananea,30.9904,-110.3
Acapulco,16.85,-99.916
San Cristobal de Las Casas,16.75,-92.6334
Veracruz,19.1773,-96.16
Coatzacoalcos,18.1204,-94.42
Santiago Tuxtla,18.4704,-95.3
Cordoba,18.9204,-96.92
Nautla,20.2166,-96.7834
Sibu,2.303,111.843
Shah Alam,3.0667,101.55
Bintulu,3.1664,113.036
Kuching,1.53,110.33
Victoria,5.2767,115.2417
Taiping,4.865,100.72
Chukai,4.2332,103.4479
Kuala Lumpur,3.1667,101.7
Kangar,6.433,100.19
Alor Setar,6.1133,100.3729
George Town,5.4136,100.3294
Butterworth,5.4171,100.4
Sungai Petani,5.6497,100.4793
Sandakan,5.843,118.108
Lahad Datu,5.0464,118.336
Kota Baharu,6.12,102.23
Johor Bahru,1.48,103.73
Keluang,2.0383,103.3179
Kuala Terengganu,5.3304,103.12
Ipoh,4.6,101.065
Kuantan,3.83,103.32
Kota Kinabalu,5.98,116.11
Tawau,4.271,117.896
Kuala Lipis,4.184,102.042
Teluk Intan,4.0119,101.0314
Malacca,2.2064,102.2465
Muar,2.0337,102.5666
Miri,4.3999,113.9845
Seremban,2.7105,101.94
Putrajaya,2.914,101.7019
Raub,3.7927,101.8423
Batu Pahat,1.8504,102.9333
Kelang,3.0204,101.55
Espungabera,-20.4501,32.77
Quelimane,-17.88,36.89
Nicuadala,-17.6077,36.8197
Mapai,-22.8427,31.9631
Mocimboa,-11.3196,40.35
Maxixe,-23.866,35.3886
Mocambique,-15.0399,40.6822
Nampula,-15.136,39.293
Massangena,-21.5373,32.9564
Quissico,-24.7257,34.766
Chiramba,-16.8921,34.6559
Xai-Xai,-25.04,33.64
Ligonha,-15.1757,37.74
Vilanculos,-21.9995,35.3166
Dondo,-19.6196,34.73
Macia,-25.0195,33.09
Moatize,-16.0995,33.95
Angoche,-16.23,39.91
Cuamba,-14.7896,36.54
Inhambane,-23.858,35.3398
Beira,-19.82,34.87
Lichinga,-13.3,35.24
Pemba,-12.983,40.5323
Panda,-24.0629,34.7303
Manica,-18.9696,32.88
Nacala,-14.5186,40.715
Montepuez,-13.1196,39
Maputo,-25.9553,32.5892
Mocuba,-16.8496,38.26
Marrupa,-13.1984,37.4995
Chimoio,-19.12,33.47
Tete,-16.17,33.58
Matola,-25.9696,32.46
Oshikango,-17.3995,15.88
Okahandja,-21.9796,16.91
Ongwediva,-17.78,15.77
Windhoek,-22.57,17.0835
Oranjemund,-28.5495,16.43
Otavi,-19.64,17.342
Rehoboth,-23.3196,17.08
Bethanie,-26.4995,17.15
Karasburg,-28.0196,18.74
Omaruru,-21.436,15.951
Walvis Bay,-22.9575,14.5053
Karibib,-21.939,15.853
Luderitz,-26.648,15.1594
Grootfontein,-19.5666,18.1166
Usakos,-21.9995,15.58
Outjo,-20.1095,16.14
Katima Mulilo,-17.4996,24.26
Outapi,-17.5,14.9833
Eenhana,-17.4667,16.3333
Oshakati,-17.7833,15.6833
Gobabis,-22.455,18.963
Maltahohe,-24.84,16.94
Opuwo,-18.0596,13.82
Swakopmund,-22.6689,14.535
Keetmanshoop,-26.5739,18.13
Otjiwarongo,-20.4595,16.64
Mariental,-24.6196,17.9599
Rundu,-17.92,19.7499
Nkurenkuru,-17.6167,18.6
Tsumeb,-19.24,17.71
Omuthiya,-18.3611,16.5814
Kone,-21.0667,164.8667
We,-20.9,167.2667
Noumea,-22.2625,166.4443
Niamey,13.5167,2.1167
Maradi,13.4916,7.0964
Zinder,13.8,8.9833
Ayorou,14.7318,0.9195
Gaya,11.8882,3.4467
Arlit,18.82,7.33
Birni Nkonni,13.7904,5.2599
Madaoua,14.0762,5.9586
Tahoua,14.9,5.2599
Nguigmi,14.2532,13.1108
Dosso,13.05,3.2
Goure,13.9874,10.27
Diffa,13.3171,12.6089
Tillaberi,14.212,1.4531
Djado,21.015,12.3075
Agadez,16.9959,7.9828
Kingston,-29.0569,167.9617
Abuja,9.0833,7.5333
Uyo,5.008,7.85
Akure,7.2504,5.2
Koko,11.4232,4.517
Port Harcourt,4.81,7.01
Gombe,10.2904,11.17
Nsukka,6.867,7.3834
Potiskum,11.7104,11.08
Damaturu,11.749,11.966
Wukari,7.8704,9.78
Maiduguri,11.85,13.16
Kontagora,10.4004,5.4699
Jos,9.93,8.89
Abakaliki,6.3249,8.1137
Ife,7.4804,4.56
Abeokuta,7.1604,3.35
Ikeja,6.5965,3.3421
Lagos,6.4433,3.3915
Ijebu Ode,6.8204,3.92
Iwo,7.63,4.18
Oshogbo,7.7704,4.56
Ilorin,8.49,4.55
Gusau,12.1704,6.66
Yenagoa,4.9267,6.2676
Minna,9.62,6.55
Ado Ekiti,7.6304,5.22
Ibadan,7.38,3.93
Iseyin,7.97,3.59
Funtua,11.5204,7.32
Katsina,12.9904,7.6
Oyo,7.8504,3.93
Ogbomosho,8.13,4.24
Benin City,6.3405,5.62
Keffi,8.849,7.8736
Lafia,8.4904,8.52
Ondo,7.0904,4.84
Lokoja,7.8004,6.7399
Sokoto,13.06,5.24
Kaduna,10.52,7.44
Kano,12,8.52
Zaria,11.08,7.71
Ikare,7.5304,5.76
Owo,7.2004,5.59
Dutse,11.7992,9.3503
Idah,7.1104,6.7399
Mubi,10.2703,13.27
Orlu,5.7837,7.0333
Bama,11.5204,13.69
Bauchi,10.3104,9.84
Makurdi,7.73,8.53
Oturkpo,7.1904,8.13
Onitsha,6.1404,6.78
Awka,6.2104,7.07
Enugu,6.45,7.5
Biu,10.6204,12.19
Owerri,5.493,7.026
Calabar,4.9604,8.33
Sapele,5.8904,5.68
Opobo,4.5704,7.56
Aba,5.1004,7.35
Umuahia,5.532,7.486
Warri,5.52,5.76
Asaba,6.1985,6.7274
Bida,9.0804,6.01
Kumo,10.0457,11.2131
Azare,11.6804,10.19
Gashua,12.8705,11.04
Yola,9.21,12.48
Nguru,12.8804,10.45
Jalingo,8.9004,11.36
Numan,9.4604,12.04
Birnin Kebbi,12.4504,4.1999
Managua,12.153,-86.2685
San Carlos,11.2,-84.8333
Juigalpa,12.11,-85.38
Boaco,12.47,-85.66
Granada,11.9337,-85.95
Puerto Cabezas,14.0333,-83.3834
Jinotepe,11.846,-86.195
Jinotega,13.091,-86
Leon,12.4356,-86.8794
Esteli,13.09,-86.36
Somoto,13.476,-86.583
Chinandega,12.6304,-87.13
Ocotal,13.63,-86.473
Masaya,11.969,-86.095
Bluefields,12,-83.7649
Rivas,11.4404,-85.82
Matagalpa,12.9171,-85.9167
San Juan de Nicaragua,10.9204,-83.7
San Juan del Sur,11.25,-85.86
Maastricht,50.853,5.677
Amsterdam,52.35,4.9166
The Hague,52.08,4.27
Haarlem,52.3804,4.63
Groningen,53.2204,6.58
Middelburg,51.502,3.61
Lelystad,52.5176,5.474
Arnhem,51.988,5.923
Assen,53,6.55
s-Hertogenbosch,51.6833,5.3167
Zwolle,52.524,6.097
Utrecht,52.1003,5.12
Leeuwarden,53.2504,5.7834
Rotterdam,51.92,4.48
Eindhoven,51.43,5.5
Tromso,69.6351,18.992
Molde,62.7483,7.1833
Vossavangen,60.63,6.441
Oslo,59.9167,10.75
Lillehammer,61.1333,10.5
Baerum,59.9135,11.3472
Stavanger,58.97,5.68
Hermansverk,61.1833,6.85
Leikanger,61.1833,6.85
Kristiansand,58.1666,8
Bergen,60.391,5.3245
Skien,59.2,9.6
Arendal,58.4648,8.766
Hamar,60.82,11.069
Tonsberg,59.264,10.421
Drammen,59.7572,10.1907
Bodo,67.2468,14.399
Haugesund,59.4119,5.2775
Svolvaer,68.2333,14.5667
Alesund,62.5454,6.388
Harstad,68.7879,16.5156
Finnsnes,69.2406,18.0086
Alta,69.9666,23.2417
Kirkenes,69.725,30.0516
Sandnes,58.8454,5.69
Gjovik,60.8,10.7
Mo i Rana,66.3166,14.1667
Sarpsborg,59.2833,11.1167
Moss,59.437,10.6692
Vadso,70.0966,29.7657
Rorvik,64.868,11.2053
Namsos,64.4833,11.5
Trondheim,63.4167,10.4167
Steinkjer,64.0171,11.5
Narvik,68.3832,17.29
Hammerfest,70.6613,23.688
Jumla,29.25,82.2167
Salyan,28.35,82.1833
Kathmandu,27.7167,85.3166
Bhairawa,27.5333,83.3833
Pokhara,28.264,83.972
Hetauda,27.4167,85.0334
Dandeldhura,29.3,80.6
Baglung,28.2667,83.5833
Ramechhap,27.326,86.087
Lalitpur,27.6666,85.3333
Biratnagar,26.4837,87.2833
Rajbiraj,26.5333,86.7333
Bhimphedi,27.551,85.13
Ilam,26.908,87.926
Dhangarhi,28.695,80.593
Birganj,27.0004,84.8666
Nepalganj,28.0503,81.6167
Alofi,-19.0167,-169.9167
Masterton,-40.9439,175.6456
Gore,-46.0947,168.9604
Te Anau,-45.4074,167.7585
Invercargill,-46.4094,168.365
Ashburton,-43.8983,171.7486
Timaru,-44.3972,171.2425
Kaikoura,-42.4012,173.6897
Christchurch,-43.535,172.63
Queenstown,-45.0227,168.7251
Porirua,-41.1219,174.8524
Wanaka,-44.698,169.1449
Nelson,-41.2926,173.2474
Picton,-41.2805,174.0166
Hamilton,-37.7783,175.2896
Dunedin,-45.8854,170.491
Thames,-37.1384,175.5853
Lower Hutt,-41.2037,174.9123
Palmerston North,-40.3527,175.6072
Wanganui,-39.9326,175.0393
Westport,-41.7638,171.6028
Hokitika,-42.7072,171.01
Greymouth,-42.4716,171.2231
Paraparaumu,-40.9034,174.9989
Wellington,-41.3,174.7833
Upper Hutt,-41.1355,175.029
Levin,-40.6124,175.2772
Rotorua,-38.1317,176.2483
Tauranga,-37.6964,176.1536
Waitangi,-44.0263,-176.3696
Taupo,-38.693,176.0771
Whakatane,-37.9574,176.9828
Kerikeri,-35.2285,173.9507
Whangarei,-35.7256,174.323
Pukekohe,-37.2015,174.9033
Auckland,-36.8481,174.763
Waitakere,-36.8524,174.5543
Cambridge,-37.8894,175.4703
Kaitaia,-35.1099,173.2727
Gisborne,-38.6633,178.0181
Turangi,-38.9889,175.8142
Tokoroa,-38.2245,175.8705
Manukau,-37,174.885
Napier,-39.49,176.9265
North Shore,-36.7913,174.7758
Oban,-46.8876,168.1666
New Plymouth,-39.0556,174.0748
Hawera,-39.5795,174.278
Kaiapoi,-43.3813,172.651
Mirbat,16.9924,54.6918
Nizwa,22.9264,57.5314
Ar Rustaq,23.3908,57.4244
Hayma,19.9333,56.3167
Sur,22.5667,59.5289
Khasab,26.1799,56.2477
Salalah,17.0255,54.0852
Muscat,23.6133,58.5933
Suhar,24.3643,56.7468
Ibra,22.6906,58.5334
Alayat Samail,23.3032,57.9782
Ibri,23.2254,56.517
Al Buraymi,24.2611,55.7903
As Sib,23.6802,58.1825
Dawwah,20.633,58.908
Suhar,24.362,56.7344
Balboa,8.95,-79.5667
Panama City,8.968,-79.533
La Chorrera,8.8803,-79.7833
Colon,9.365,-79.875
Jaque,7.519,-78.166
La Palma,8.3982,-78.1402
Penonome,8.51,-80.36
Union Choco,8.0989,-77.6085
David,8.4333,-82.4333
Puerto Armuelles,8.28,-82.87
Santiago,8.1004,-80.9833
Las Tablas,7.7604,-80.28
Chitre,7.97,-80.42
Buabidi,8.4746,-81.6983
Bocas del Toro,9.3354,-82.2475
Almirante,9.3,-82.4
El Porvenir,9.5417,-78.972
Trujillo,-8.12,-79.02
Lima,-12.048,-77.0501
Abancay,-13.6396,-72.89
Nuevo Rocafuerte,-0.9329,-75.4
Arequipa,-16.42,-71.53
Huaura,-11.06,-77.6
Tournavista,-8.9322,-74.7052
Jaen,-5.7096,-78.81
Huamachuco,-7.81,-78.0499
Chiclayo,-6.7629,-79.8366
Motupe,-6.15,-79.71
Lamas,-6.43,-76.52
Juanjui,-7.1696,-76.74
Olmos,-5.9796,-79.75
Moyobamba,-6.0496,-76.9667
Tarapoto,-6.51,-76.48
Chulucanas,-5.0896,-80.17
Huaraz,-9.53,-77.53
Chota,-6.5496,-78.65
Callao,-12.07,-77.135
Tarma,-11.41,-75.73
Ilave,-16.0796,-69.67
Puno,-15.8329,-70.0333
Urubamba,-13.3042,-72.1166
La Oroya,-11.52,-75.94
San Ramon,-11.1296,-75.34
Cerro de Pasco,-10.69,-76.27
Jauja,-11.7996,-75.5
Cajamarca,-7.15,-78.53
Satipo,-11.26,-74.69
Ilo,-17.64,-71.34
Gueppi,-0.1166,-75.23
Otuzco,-7.9,-78.57
Moquegua,-17.19,-70.94
Andoas,-2.9021,-76.4025
Salaverry,-8.22,-78.99
Pativilca,-10.6996,-77.8
Soldado Bartra,-2.5161,-75.7666
Puca Urco,-2.3328,-71.9167
Tumbes,-3.57,-80.46
Ica,-14.068,-75.7255
Sullana,-4.8896,-80.68
Cusco,-13.525,-71.9722
Santo Tomas,-14.46,-72.08
Puquio,-14.7,-74.13
Juliaca,-15.5,-70.14
Huancayo,-12.08,-75.2
Piura,-5.21,-80.63
Paita,-5.09,-81.12
Tingo Maria,-9.2896,-75.99
Huanuco,-9.92,-76.24
Sicuani,-14.2896,-71.23
Desaguadero,-16.5646,-69.045
Cajabamba,-7.6196,-78.04
Putina,-15.47,-69.43
Pacasmayo,-7.4006,-79.5706
Caballococha,-3.9163,-70.5083
Tocache,-8.1796,-76.52
Pucallpa,-8.3689,-74.535
Junin,-11.1496,-76.01
Camana,-16.6196,-72.72
Chincha Alta,-13.4196,-76.14
Nauta,-4.57,-73.78
Iquitos,-3.75,-73.25
Puerto Maldonado,-12.6,-69.1833
Requena,-5.0696,-73.91
Casma,-9.44,-78.21
Ayaviri,-14.8796,-70.6
Chosica,-11.93,-76.71
Ayacucho,-13.175,-74.22
Huancavelica,-12.79,-74.99
Huanta,-12.9496,-74.25
Chilca,-12.5196,-76.74
Chancay,-11.5596,-77.27
Chimbote,-9.07,-78.57
Nasca,-14.83,-74.94
Mollendo,-17.02,-72.02
Huarmey,-10.0696,-78.16
Santiago,-14.1896,-75.74
Coracora,-15.0196,-73.79
Pimentel,-6.8296,-79.93
Ferrenafe,-6.63,-79.8
Talara,-4.58,-81.28
Sechura,-5.5596,-80.82
Pisco,-13.71,-76.22
Contamana,-7.34,-75.02
Chachapoyas,-6.2296,-77.87
Huacho,-11.11,-77.6199
Tacna,-18,-70.25
Papeete,-17.5334,-149.5667
Port Moresby,-9.4647,147.1925
Kieta,-6.2163,155.6333
Sohano,-5.4297,154.6711
Wewak,-3.5535,143.6367
Kavieng,-2.5813,150.813
Lorengau,-2.032,147.28
Hoskins,-5.4746,150.41
Abau,-10.0426,148.565
Kimbe,-5.55,150.143
Alotau,-10.3021,150.4591
Daru,-9.1092,143.2337
Mt. Hagen,-5.8632,144.2168
Lae,-6.733,146.99
Goroka,-6.0833,145.3855
Madang,-5.2248,145.7853
Arawa,-6.228,155.566
Kerema,-7.927,145.838
Vanimo,-2.69,141.304
Rabaul,-4.2055,152.1434
Popondetta,-8.7692,148.2484
Wabag,-5.49,143.718
Mendi,-6.1444,143.6452
Kundiawa,-6.023,144.96
Alabel,6.1018,125.2905
Laoag,18.1988,120.5936
Marawi City,8.0034,124.2839
Cadiz,10.9587,123.3086
Malaybalay,8.1575,125.1278
Calbayog,12.0672,124.6042
Gingoog,8.8304,125.13
Roxas,11.5853,122.7511
San Pablo,14.0696,121.3226
San Carlos,10.5504,123.38
City of Isabela,6.7041,121.9712
Cabanatuan,15.5021,120.9617
Baguio City,16.43,120.5699
Manila,14.6042,120.9822
Makati City,14.5501,121.036
Pasig City,14.5604,121.0812
City of Paranaque,14.4978,120.9907
Baler,15.7589,121.5607
Bangued,17.5982,120.6155
Balanga,14.6761,120.5361
Boac,13.4463,121.84
Malita,6.415,125.6117
Malolos,14.8443,120.8104
Mati,6.9551,126.2166
Batangas,13.7817,121.0217
Bayombong,16.4812,121.1497
Angeles,15.1451,120.5451
Bacolod,10.6317,122.9817
Mandaue City,10.3237,123.9436
Bongao,5.0292,119.7731
Bontoc,17.0899,120.978
Borongan,11.6081,125.4319
Butuan,8.9495,125.5436
Cabadbaran,9.1236,125.5344
Cabarroguis,16.5111,121.5212
Cagayan de Oro,8.4508,124.6853
Calapan,13.4108,121.1797
Caloocan City,14.6492,120.9826
Catarman,12.4989,124.6377
Catbalogan,11.7753,124.8861
Cebu,10.32,123.9001
Cotabato,7.2169,124.2484
Daet,14.1122,122.9553
Dagupan,16.0479,120.3408
Davao,7.11,125.63
Digos,6.7497,125.3572
Dipolog,8.5883,123.3409
Dumaguete City,9.307,123.3074
General Santos,6.1108,125.1747
Iba,15.3276,119.978
Ilagan,17.1485,121.8892
Iligan,8.1712,124.2154
Iloilo,10.705,122.545
Ipil,7.7844,122.5861
Jolo,6.0522,121.0022
Jordan,10.6584,122.5963
Kabugao,18.0231,121.184
Kalibo,11.7086,122.3648
Kidapawan,7.0083,125.0894
Lagawe,16.8,121.1192
La Trinidad,16.4556,120.5903
Lapu-Lapu City,10.3103,123.9494
Legazpi,13.17,123.75
Lingayen,16.0218,120.2319
Lucena,13.9348,121.6127
Maasin,10.1336,124.8447
Malabon,14.6691,120.972
Mambajao,9.2504,124.7156
Mamburao,13.2233,120.596
Mandaluyong City,14.5832,121.0409
Marikina City,14.6414,121.1118
Masbate,12.3687,123.6225
Muntinlupa City,14.4135,121.0263
Nabunturan,7.6029,125.9629
Naga,13.6192,123.1814
Naval,11.5612,124.3952
Navotas,14.6477,120.9591
Olongapo,14.8296,120.2828
Ormac,11.0643,124.6075
Oroquieta,8.4859,123.8048
Pagadian,7.853,123.507
Palayan City,15.5415,121.0848
Pasay City,14.5504,121
Pili,13.7177,123.7448
Prosperidad,8.58,125.8964
Puerto Princesa,9.7543,118.7444
